Property ID,Estatus,Property Name,dataLayer name,Property Description,Grupo,Property Type,Tipo de datos,Ejemplo de respuesta,Front/Back,Fuente
,No implementado,offer_selected.recoverUrl,offer_selected.recoverUrl,,,,String,,,Amplitude
,No implementado,offer_selected.selectedOffer.prices,offer_selected.selectedOffer.prices,,,,String,,,Amplitude
,No implementado,offer_selected.selectedOffer.type,offer_selected.selectedOffer.type,,,,String,,,Amplitude
,No implementado,offer_selected.selectedOffer.typeId,offer_selected.selectedOffer.typeId,,,,String,,,Amplitude
,No implementado,offer_seven_days,offer_seven_days,,,,String,,,"Amplitude, Insider"
,No implementado,offer_sevendays,offer_sevendays,,,,String,,,Amplitude
,No implementado,offer_status,offer_status,,,,String,,,Amplitude
,No implementado,offer_thirty_days_local_currency,offer_thirty_days_local_currency,,,,String,,,Amplitude
,No implementado,offer_thirty_days_local_value,offer_thirty_days_local_value,,,,String,,,Amplitude
,No implementado,offer_thirtydays,offer_thirtydays,,,,String,,,Amplitude
,No implementado,offer_trade_in,offer_trade_in,,,,String,,,Amplitude
,No implementado,offer_trade_in_local_currency,offer_trade_in_local_currency,,,,String,,,Amplitude
,No implementado,offer_trade_in_local_value,offer_trade_in_local_value,,,,String,,,Amplitude
,No implementado,offer_tradein,offer_tradein,,,,String,,,"Amplitude, Insider"
,No implementado,offer_tradein_shown,offer_tradein_shown,,,,String,,,Amplitude
,No implementado,offer_type,offer_type,,,,String,,,Amplitude
,No implementado,offer_value,offer_value,,,,String,,,Amplitude
,No implementado,offer_version_v2,offer_version_v2,,,,String,,,Amplitude
,No implementado,offer_zip_code,offer_zip_code,,,,String,,,Amplitude
,No implementado,onlineOnly,onlineOnly,,,,String,,,Amplitude
,No implementado,option,option,,,,String,,,Amplitude
,No implementado,options,options,,,,String,,,Amplitude
,No implementado,options_shown,options_shown,,,,String,,,Amplitude
,No implementado,order,order,,,,String,,,Amplitude
,No implementado,order_id,order_id,,,,String,,,Amplitude
,No implementado,origin,origin,,,,String,,,Amplitude
,No implementado,original_invoice,original_invoice,,,,String,,,Amplitude
,No implementado,os,os,,,,String,,,Amplitude
,No implementado,outdoor_number,outdoor_number,,,,String,,,Amplitude
,No implementado,outlet,outlet,,,,String,,,Amplitude
,No implementado,owners_number,owners_number,,,,String,,,Amplitude
,No implementado,p_new_consignment_offer_difference,p_new_consignment_offer_difference,,,,String,,,Amplitude
,No implementado,p_new_consignment_offer_difference_usd,p_new_consignment_offer_difference_usd,,,,String,,,Amplitude
,No implementado,p_new_inst_tradein_offer_difference_usd,p_new_inst_tradein_offer_difference_usd,,,,String,,,Amplitude
,No implementado,p_new_instant_lowest_offer_difference,p_new_instant_lowest_offer_difference,,,,String,,,Amplitude
,No implementado,p_new_instant_offer_difference,p_new_instant_offer_difference,,,,String,,,Amplitude
,No implementado,p_new_instant_offer_thirtydays_diff,p_new_instant_offer_thirtydays_diff,,,,String,,,Amplitude
,No implementado,p_new_instant_offer_thirtydays_diff_usd,p_new_instant_offer_thirtydays_diff_usd,,,,String,,,Amplitude
,No implementado,p_new_instant_tradein_offer_difference,p_new_instant_tradein_offer_difference,,,,String,,,Amplitude
,No implementado,p_new_instant_tradein_offer_difference_usd,p_new_instant_tradein_offer_difference_usd,,,,String,,,Amplitude
,No implementado,p_new_offer_thirtydays_difference,p_new_offer_thirtydays_difference,,,,String,,,Amplitude
,No implementado,p_new_offer_thirtydays_difference_usd,p_new_offer_thirtydays_difference_usd,,,,String,,,Amplitude
,No implementado,p_new_seven_days_lowest_offer_difference,p_new_seven_days_lowest_offer_difference,,,,String,,,Amplitude
,No implementado,p_new_seven_days_offer_difference,p_new_seven_days_offer_difference,,,,String,,,Amplitude
,No implementado,p_new_seven_days_offer_difference_usd,p_new_seven_days_offer_difference_usd,,,,String,,,Amplitude
,No implementado,p_new_trade_in_lowest_offer_difference,p_new_trade_in_lowest_offer_difference,,,,String,,,Amplitude
,No implementado,p_new_trade_in_offer_difference,p_new_trade_in_offer_difference,,,,String,,,Amplitude
,No implementado,p_new_trade_in_offer_difference_usd,p_new_trade_in_offer_difference_usd,,,,String,,,Amplitude
,No implementado,p_new_tradein_offer_thirtydays_diff,p_new_tradein_offer_thirtydays_diff,,,,String,,,Amplitude
,No implementado,p_new_tradein_offer_thirtydays_diff_usd,p_new_tradein_offer_thirtydays_diff_usd,,,,String,,,Amplitude
,No implementado,page,page,,,,String,,,Amplitude
,No implementado,page_url,page_url,,,,String,,,Amplitude
,No implementado,pageview_source,pageview_source,,,,String,,,Amplitude
,No implementado,passengers,passengers,,,,String,,,Amplitude
,No implementado,path,path,,,,String,,,Amplitude
,No implementado,pathSkipStep,pathSkipStep,,,,String,,,Amplitude
,No implementado,payment_date,payment_date,,,,String,,,Amplitude
,No implementado,payment_method,payment_method,,,,String,,,Amplitude
,No implementado,payment_status,payment_status,,,,String,,,Amplitude
,No implementado,percent,percent,,,,String,,,Amplitude
,No implementado,percentage_of_car_value,percentage_of_car_value,,,,String,,,Amplitude
,No implementado,personalization_name,personalization_name,,,,String,,,"Amplitude, Insider"
,No implementado,phone,phone,,,,String,,,Amplitude
,No implementado,photo,photo,,,,String,,,Amplitude
,No implementado,pid,pid,,,,String,,,Insider
,No implementado,piu,piu,,,,String,,,Insider
,No implementado,placement,placement,,,,String,,,Amplitude
,No implementado,plan_type,plan_type,,,,String,,,Amplitude
,No implementado,plate,plate,,,,String,,,Amplitude
,No implementado,platform,platform,,,,String,,,Amplitude
,No implementado,position,position,,,,String,,,Amplitude
,No implementado,postal_code,postal_code,,,,String,,,Amplitude
,No implementado,preselected_offer,preselected_offer,,,,String,,,Amplitude
,No implementado,previous_page,previous_page,,,,String,,,Amplitude
,No implementado,previous_path,previous_path,,,,String,,,Amplitude
,No implementado,price,price,,,,String,,,Amplitude
,No implementado,priceType,priceType,,,,String,,,Amplitude
,No implementado,price_final,price_final,,,,String,,,Amplitude
,No implementado,price_status,price_status,,,,String,,,Amplitude
,No implementado,price_type,price_type,,,,String,,,Amplitude
,No implementado,process,process,,,,String,,,Amplitude
,No implementado,product,product,,,,String,,,Amplitude
,No implementado,product.car_id,product.car_id,,,,String,,,Amplitude
,No implementado,product.car_location,product.car_location,,,,String,,,Amplitude
,No implementado,product.car_make,product.car_make,,,,String,,,Amplitude
,No implementado,product.car_mileage,product.car_mileage,,,,String,,,Amplitude
,No implementado,product.car_model,product.car_model,,,,String,,,Amplitude
,No implementado,product.car_price,product.car_price,,,,String,,,Amplitude
,No implementado,product.car_price_final,product.car_price_final,,,,String,,,Amplitude
,No implementado,product.car_status,product.car_status,,,,String,,,Amplitude
,No implementado,product.car_year,product.car_year,,,,String,,,Amplitude
,No implementado,product.location,product.location,,,,String,,,Amplitude
,No implementado,product.make,product.make,,,,String,,,Amplitude
,No implementado,product.mileage,product.mileage,,,,String,,,Amplitude
,No implementado,product.model,product.model,,,,String,,,Amplitude
,No implementado,product.path,product.path,,,,String,,,Amplitude
,No implementado,product.price,product.price,,,,String,,,Amplitude
,No implementado,product.price_final,product.price_final,,,,String,,,Amplitude
,No implementado,product.promotion,product.promotion,,,,String,,,Amplitude
,No implementado,product.source,product.source,,,,String,,,Amplitude
,No implementado,product.status,product.status,,,,String,,,Amplitude
,No implementado,product.year,product.year,,,,String,,,Amplitude
,No implementado,progress,progress,,,,String,,,Amplitude
,No implementado,promotion,promotion,,,,String,,,Amplitude
,No implementado,promotion_name,promotion_name,,,,String,,,Amplitude
,No implementado,promotion_status,promotion_status,,,,String,,,Amplitude
,No implementado,property,property,,,,String,,,Amplitude
,No implementado,provider_name,provider_name,,,,String,,,Amplitude
,No implementado,pulse_url,pulse_url,,,,String,,,Amplitude
,No implementado,purchase_color,purchase_color,,,,String,,,Amplitude
,No implementado,purchase_location,purchase_location,,,,String,,,Amplitude
,No implementado,purchase_location1,purchase_location1,,,,String,,,Amplitude
,No implementado,purchase_location2,purchase_location2,,,,String,,,Amplitude
,No implementado,purchase_location_query,purchase_location_query,,,,String,,,Amplitude
,No implementado,purchase_make,purchase_make,,,,String,,,Amplitude
,No implementado,purchase_make_query,purchase_make_query,,,,String,,,Amplitude
,No implementado,purchase_mileage,purchase_mileage,,,,String,,,Amplitude
,No implementado,purchase_model,purchase_model,,,,String,,,Amplitude
,No implementado,purchase_model_query,purchase_model_query,,,,String,,,Amplitude
,No implementado,purchase_owners,purchase_owners,,,,String,,,Amplitude
,No implementado,purchase_plates,purchase_plates,,,,String,,,Amplitude
,No implementado,purchase_version,purchase_version,,,,String,,,Amplitude
,No implementado,purchase_version_query,purchase_version_query,,,,String,,,Amplitude
,No implementado,purchase_year,purchase_year,,,,String,,,Amplitude
,No implementado,purchase_zip,purchase_zip,,,,String,,,Amplitude
,No implementado,q_new_consignment_offer_difference,q_new_consignment_offer_difference,,,,String,,,Amplitude
,No implementado,q_new_consignment_offer_difference_usd,q_new_consignment_offer_difference_usd,,,,String,,,Amplitude
,No implementado,q_new_instant_lowest_offer_difference,q_new_instant_lowest_offer_difference,,,,String,,,Amplitude
,No implementado,q_new_instant_offer_difference,q_new_instant_offer_difference,,,,String,,,Amplitude
,No implementado,q_new_instant_offer_thirtydays_diff,q_new_instant_offer_thirtydays_diff,,,,String,,,Amplitude
,No implementado,q_new_instant_offer_thirtydays_diff_usd,q_new_instant_offer_thirtydays_diff_usd,,,,String,,,Amplitude
,No implementado,q_new_instant_tradein_offer_difference,q_new_instant_tradein_offer_difference,,,,String,,,Amplitude
,No implementado,q_new_offer_thirtydays_difference,q_new_offer_thirtydays_difference,,,,String,,,Amplitude
,No implementado,q_new_offer_thirtydays_difference_usd,q_new_offer_thirtydays_difference_usd,,,,String,,,Amplitude
,No implementado,q_new_seven_days_lowest_offer_difference,q_new_seven_days_lowest_offer_difference,,,,String,,,Amplitude
,No implementado,q_new_seven_days_offer_difference,q_new_seven_days_offer_difference,,,,String,,,Amplitude
,No implementado,q_new_seven_days_offer_difference_usd,q_new_seven_days_offer_difference_usd,,,,String,,,Amplitude
,No implementado,q_new_trade_in_lowest_offer_difference,q_new_trade_in_lowest_offer_difference,,,,String,,,Amplitude
,No implementado,q_new_trade_in_offer_difference,q_new_trade_in_offer_difference,,,,String,,,Amplitude
,No implementado,q_new_trade_in_offer_difference_usd,q_new_trade_in_offer_difference_usd,,,,String,,,Amplitude
,No implementado,q_new_tradein_offer_thirtydays_diff,q_new_tradein_offer_thirtydays_diff,,,,String,,,Amplitude
,No implementado,q_new_tradein_offer_thirtydays_diff_usd,q_new_tradein_offer_thirtydays_diff_usd,,,,String,,,Amplitude
,No implementado,qrParameter,qrParameter,,,,String,,,Amplitude
,No implementado,qu,qu,,,,String,,,Insider
,No implementado,queryID,queryID,,,,String,,,Amplitude
,No implementado,question,question,,,,String,,,Amplitude
,No implementado,rating,rating,,,,String,,,Amplitude
,No implementado,reason,reason,,,,String,,,Insider
,No implementado,reason_type,reason_type,,,,String,,,Insider
,No implementado,recent_searches,recent_searches,,,,String,,,Amplitude
,No implementado,recommendation_engine,recommendation_engine,,,,String,,,Amplitude
,No implementado,recommendation_engine_version,recommendation_engine_version,,,,String,,,Amplitude
,No implementado,recommendation_type,recommendation_type,,,,String,,,Amplitude
,No implementado,recoveryUrl,recoveryUrl,,,,String,,,Amplitude
,No implementado,recovery_url,recovery_url,,,,String,,,"Amplitude, Insider"
,No implementado,redirect_url,redirect_url,,,,String,,,Amplitude
,No implementado,referrer,referrer,,,,String,,,"Amplitude, Insider"
,No implementado,referring_domain,referring_domain,,,,String,,,Amplitude
,No implementado,refund_type,refund_type,,,,String,,,Amplitude
,No implementado,refurbished,refurbished,,,,String,,,Amplitude
,No implementado,region,region,,,,String,,,Amplitude
,No implementado,repair,repair,,,,String,,,Amplitude
,No implementado,required_documents,required_documents,,,,String,,,Amplitude
,No implementado,resendOption,resendOption,,,,String,,,Amplitude
,No implementado,resolver,resolver,,,,String,,,Amplitude
,No implementado,resume,resume,,,,String,,,Amplitude
,No implementado,review,review,,,,String,,,Amplitude
,No implementado,rfc,rfc,,,,String,,,Amplitude
,No implementado,robots.follow,robots.follow,,,,String,,,Amplitude
,No implementado,robots.index,robots.index,,,,String,,,Amplitude
,No implementado,rule_tag,rule_tag,,,,String,,,Amplitude
,No implementado,rule_version,rule_version,,,,String,,,Amplitude
,No implementado,sales_bodytype,sales_bodytype,,,,String,,,Amplitude
,No implementado,sales_color,sales_color,,,,String,,,Amplitude
,No implementado,sales_fuel,sales_fuel,,,,String,,,Amplitude
,No implementado,sales_location,sales_location,,,,String,,,Amplitude
,No implementado,sales_make,sales_make,,,,String,,,Amplitude
,No implementado,sales_mileage,sales_mileage,,,,String,,,Amplitude
,No implementado,sales_model,sales_model,,,,String,,,Amplitude
,No implementado,sales_order_id,sales_order_id,,,,String,,,Amplitude
,No implementado,sales_price,sales_price,,,,String,,,Amplitude
,No implementado,sales_pricefinal,sales_pricefinal,,,,String,,,Amplitude
,No implementado,sales_promotion,sales_promotion,,,,String,,,Amplitude
,No implementado,sales_status,sales_status,,,,String,,,Amplitude
,No implementado,sales_transmission,sales_transmission,,,,String,,,Amplitude
,No implementado,sales_version,sales_version,,,,String,,,Amplitude
,No implementado,sales_year,sales_year,,,,String,,,Amplitude
,No implementado,salesorder_id,salesorder_id,,,,String,,,Amplitude
,No implementado,savedsearches_flag,savedsearches_flag,,,,String,,,Amplitude
,No implementado,savedsearches_name,savedsearches_name,,,,String,,,Amplitude
,No implementado,savedsearches_url,savedsearches_url,,,,String,,,Amplitude
,No implementado,scarcity,scarcity,,,,String,,,Amplitude
,No implementado,screen,screen,,,,String,,,Amplitude
,No implementado,screen_number,screen_number,,,,String,,,Amplitude
,No implementado,search_criteria,search_criteria,,,,String,,,Amplitude
,No implementado,search_id,search_id,,,,String,,,Amplitude
,No implementado,search_query,search_query,,,,String,,,Insider
,No implementado,section,section,,,,String,,,Amplitude
,No implementado,security_mechanics,security_mechanics,,,,String,,,Amplitude
,No implementado,selectedOffer_amount,selectedOffer_amount,,,,String,,,Amplitude
,No implementado,selectedOffer_currency,selectedOffer_currency,,,,String,,,Amplitude
,No implementado,selectedOffer_type,selectedOffer_type,,,,String,,,Amplitude
,No implementado,selectedSessionId,selectedSessionId,,,,String,,,Amplitude
,No implementado,selected_hub,selected_hub,,,,String,,,Amplitude
,No implementado,selected_offer_amount,selected_offer_amount,,,,String,,,Amplitude
,No implementado,selected_offer_currency,selected_offer_currency,,,,String,,,Amplitude
,No implementado,selected_offer_type,selected_offer_type,,,,String,,,Amplitude
,No implementado,seller_name,seller_name,,,,String,,,Amplitude
,No implementado,seller_type,seller_type,,,,String,,,Amplitude
,No implementado,server_test,server_test,,,,String,,,Amplitude
,No implementado,service_package,service_package,,,,String,,,Amplitude
,No implementado,sessionId,sessionId,,,,String,,,Amplitude
,No implementado,setProfile,setProfile,,,,String,,,Amplitude
,No implementado,seven_days,seven_days,,,,String,,,Amplitude
,No implementado,sid,sid,,,,String,,,Insider
,No implementado,sign_in_type,sign_in_type,,,,String,,,Amplitude
,No implementado,sku,sku,,,,String,,,Amplitude
,No implementado,slot_selected,slot_selected,,,,String,,,Amplitude
,No implementado,slots_available,slots_available,,,,String,,,Amplitude
,No implementado,sm_appointment,sm_appointment,,,,String,,,Amplitude
,No implementado,sm_booking,sm_booking,,,,String,,,Amplitude
,No implementado,sm_cash_contract,sm_cash_contract,,,,String,,,Amplitude
,No implementado,sm_cash_documents,sm_cash_documents,,,,String,,,Amplitude
,No implementado,sm_delivery_schedule,sm_delivery_schedule,,,,String,,,Amplitude
,No implementado,sm_financing_condition,sm_financing_condition,,,,String,,,Amplitude
,No implementado,sm_financing_contract,sm_financing_contract,,,,String,,,Amplitude
,No implementado,sm_first_payment,sm_first_payment,,,,String,,,Amplitude
,No implementado,sm_handoff,sm_handoff,,,,String,,,Amplitude
,No implementado,sm_penny_test,sm_penny_test,,,,String,,,Amplitude
,No implementado,sm_profiling,sm_profiling,,,,String,,,Amplitude
,No implementado,source,source,,,,String,,,"Amplitude, Insider"
,No implementado,source_brand,source_brand,,,,String,,,Insider
,No implementado,src,src,,,,String,,,Insider
,No implementado,startHour,startHour,,,,String,,,Amplitude
,No implementado,state,state,,,,String,,,Amplitude
,No implementado,state_of_birth,state_of_birth,,,,String,,,Amplitude
,No implementado,status,status,,,,String,,,Amplitude
,No implementado,statusTimeLine,statusTimeLine,,,,String,,,Amplitude
,No implementado,step,step,,,,String,,,Amplitude
,No implementado,step_name,step_name,,,,String,,,Amplitude
,No implementado,step_process,step_process,,,,String,,,Amplitude
,No implementado,sticker_color,sticker_color,,,,String,,,Amplitude
,No implementado,stockId,stockId,,,,String,,,Amplitude
,No implementado,stock_Id,stock_Id,,,,String,,,Amplitude
,No implementado,stock_id,stock_id,,,,String,,,Amplitude
,No implementado,stock_name,stock_name,,,,String,,,Amplitude
,No implementado,street,street,,,,String,,,Amplitude
,No implementado,subject,subject,,,,String,,,"Amplitude, Insider"
,No implementado,success,success,,,,String,,,Amplitude
,No implementado,supply_phase,supply_phase,,,,String,,,Amplitude
,No implementado,surface,surface,,,,String,,,Amplitude
,No implementado,surname,surname,,,,String,,,Amplitude
,No implementado,ta,ta,,,,String,,,Insider
,No implementado,tab,tab,,,,String,,,Amplitude
,No implementado,target,target,,,,String,,,Amplitude
,No implementado,tax_certificate,tax_certificate,,,,String,,,Amplitude
,No implementado,tax_regime,tax_regime,,,,String,,,Amplitude
,No implementado,tenant,tenant,,,,String,,,Amplitude
,No implementado,term,term,,,,String,,,Amplitude
,No implementado,test_property,test_property,,,,String,,,Amplitude
,No implementado,thirty_days,thirty_days,,,,String,,,Amplitude
,No implementado,tile_visible,tile_visible,,,,String,,,Amplitude
,No implementado,tiles,tiles,,,,String,,,Amplitude
,No implementado,time_to_discount,time_to_discount,,,,String,,,Amplitude
,No implementado,timestamp,timestamp,,,,String,,,Amplitude
,No implementado,title,title,,,,String,,,"Amplitude, Insider"
,No implementado,toggle_financing,toggle_financing,,,,String,,,Amplitude
,No implementado,tokenId,tokenId,,,,String,,,Amplitude
,No implementado,total_documents,total_documents,,,,String,,,Amplitude
,No implementado,total_payment,total_payment,,,,String,,,Amplitude
,No implementado,total_photos,total_photos,,,,String,,,Amplitude
,No implementado,tracking_url_template,tracking_url_template,,,,String,,,Amplitude
,No implementado,tradeIn,tradeIn,,,,String,,,Amplitude
,No implementado,trade_in,trade_in,,,,String,,,Amplitude
,No implementado,trade_in_bonus_amount,trade_in_bonus_amount,,,,String,,,Amplitude
,No implementado,trade_in_refund_amount,trade_in_refund_amount,,,,String,,,Amplitude
,No implementado,trade_in_to_pay_amount,trade_in_to_pay_amount,,,,String,,,Amplitude
,No implementado,transaction,transaction,,,,String,,,Amplitude
,No implementado,transmission,transmission,,,,String,,,Amplitude
,No implementado,turnId,turnId,,,,String,,,Amplitude
,No implementado,type,type,,,,String,,,"Amplitude, Insider"
,No implementado,type_of_appointment,type_of_appointment,,,,String,,,Amplitude
,No implementado,type_of_media,type_of_media,,,,String,,,Amplitude
,No implementado,uberVoucher,uberVoucher,,,,String,,,Amplitude
,No implementado,unir_sale_price,unir_sale_price,,,,String,,,Insider
,No implementado,unsubscribe_type,unsubscribe_type,,,,String,,,Insider
,No implementado,up,up,,,,String,,,Insider
,No implementado,uploaded_documents,uploaded_documents,,,,String,,,Amplitude
,No implementado,url,url,,,,String,,,"Amplitude, Insider"
,No implementado,url_car_recommendations,url_car_recommendations,,,,String,,,Amplitude
,No implementado,url_offset_index,url_offset_index,,,,String,,,Insider
,No implementado,url_offset_type,url_offset_type,,,,String,,,Insider
,No implementado,userId,userId,,,,String,,,Amplitude
,No implementado,userLogin,userLogin,,,,String,,,Amplitude
,No implementado,userToken,userToken,,,,String,,,Amplitude
,No implementado,user_Id,user_Id,,,,String,,,Amplitude
,No implementado,user_agent,user_agent,,,,String,,,"Amplitude, Insider"
,No implementado,user_id,user_id,,,,String,,,Amplitude
,No implementado,user_token,user_token,,,,String,,,Amplitude
,No implementado,user_type,user_type,,,,String,,,Amplitude
,No implementado,user_uuid,user_uuid,,,,String,,,Amplitude
,No implementado,user_zip_code,user_zip_code,,,,String,,,Amplitude
,No implementado,usp,usp,,,,String,,,Insider
,No implementado,utm_campaign,utm_campaign,,,,String,,,Amplitude
,No implementado,utm_campaing,utm_campaing,,,,String,,,Amplitude
,No implementado,utm_content,utm_content,,,,String,,,Amplitude
,No implementado,utm_medium,utm_medium,,,,String,,,Amplitude
,No implementado,utm_source,utm_source,,,,String,,,Amplitude
,No implementado,utm_term,utm_term,,,,String,,,Amplitude
,No implementado,value,value,,,,String,,,Amplitude
,No implementado,variant_id,variant_id,,,,String,,,"Amplitude, Insider"
,No implementado,variation_id,variation_id,,,,String,,,"Amplitude, Insider"
,No implementado,version,version,,,,String,,,Amplitude
,No implementado,version_filter_shown,version_filter_shown,,,,String,,,Amplitude
,No implementado,version_help_shown,version_help_shown,,,,String,,,Amplitude
,No implementado,view,view,,,,String,,,Amplitude
,No implementado,vin,vin,,,,String,,,Amplitude
,No implementado,vipImageUrl,vipImageUrl,,,,String,,,Amplitude
,No implementado,vipUrl,vipUrl,,,,String,,,Amplitude
,No implementado,vip_action,vip_action,,,,String,,,Amplitude
,No implementado,vip_bodytype,vip_bodytype,,,,String,,,Amplitude
,No implementado,vip_color,vip_color,,,,String,,,Amplitude
,No implementado,vip_fuel,vip_fuel,,,,String,,,Amplitude
,No implementado,vip_index,vip_index,,,,String,,,Amplitude
,No implementado,vip_info.algolia_index_name,vip_info.algolia_index_name,,,,String,,,Amplitude
,No implementado,vip_info.bundle_option,vip_info.bundle_option,,,,String,,,Amplitude
,No implementado,vip_info.car_id,vip_info.car_id,,,,String,,,Amplitude
,No implementado,vip_info.coming_soon,vip_info.coming_soon,,,,String,,,Amplitude
,No implementado,vip_info.discount_module,vip_info.discount_module,,,,String,,,Amplitude
,No implementado,vip_info.discount_value,vip_info.discount_value,,,,String,,,Amplitude
,No implementado,vip_info.empty_state,vip_info.empty_state,,,,String,,,Amplitude
,No implementado,vip_info.financingOnly,vip_info.financingOnly,,,,String,,,Amplitude
,No implementado,vip_info.lateral_navigation_might_be_interested_shownrelatedArray,vip_info.lateral_navigation_might_be_interested_shownrelatedArray,,,,String,,,Amplitude
,No implementado,vip_info.lateral_navigation_related_models_shownmodelRelatedArray,vip_info.lateral_navigation_related_models_shownmodelRelatedArray,,,,String,,,Amplitude
,No implementado,vip_info.lateral_navigation_similar_price_shown,vip_info.lateral_navigation_similar_price_shown,,,,String,,,Amplitude
,No implementado,vip_info.listing_type,vip_info.listing_type,,,,String,,,Amplitude
,No implementado,vip_info.multiprice_type,vip_info.multiprice_type,,,,String,,,Amplitude
,No implementado,vip_info.price_type,vip_info.price_type,,,,String,,,Amplitude
,No implementado,vip_info.promotion,vip_info.promotion,,,,String,,,Amplitude
,No implementado,vip_info.refurbished,vip_info.refurbished,,,,String,,,Amplitude
,No implementado,vip_info.trade_in_bonus_amount,vip_info.trade_in_bonus_amount,,,,String,,,Amplitude
,No implementado,vip_info.vipImageUrl,vip_info.vipImageUrl,,,,String,,,Amplitude
,No implementado,vip_info.vipUrl,vip_info.vipUrl,,,,String,,,Amplitude
,No implementado,vip_info.vip_bodytype,vip_info.vip_bodytype,,,,String,,,Amplitude
,No implementado,vip_info.vip_color,vip_info.vip_color,,,,String,,,Amplitude
,No implementado,vip_info.vip_fuel,vip_info.vip_fuel,,,,String,,,Amplitude
,No implementado,vip_info.vip_location,vip_info.vip_location,,,,String,,,Amplitude
,No implementado,vip_info.vip_make,vip_info.vip_make,,,,String,,,Amplitude
,No implementado,vip_info.vip_mileage,vip_info.vip_mileage,,,,String,,,Amplitude
,No implementado,vip_info.vip_model,vip_info.vip_model,,,,String,,,Amplitude
,No implementado,vip_info.vip_price,vip_info.vip_price,,,,String,,,Amplitude
,No implementado,vip_info.vip_price_financing,vip_info.vip_price_financing,,,,String,,,Amplitude
,No implementado,vip_info.vip_price_financing_final,vip_info.vip_price_financing_final,,,,String,,,Amplitude
,No implementado,vip_info.vip_pricefinal,vip_info.vip_pricefinal,,,,String,,,Amplitude
,No implementado,vip_info.vip_status,vip_info.vip_status,,,,String,,,Amplitude
,No implementado,vip_info.vip_transmission,vip_info.vip_transmission,,,,String,,,Amplitude
,No implementado,vip_info.vip_version,vip_info.vip_version,,,,String,,,Amplitude
,No implementado,vip_info.vip_year,vip_info.vip_year,,,,String,,,Amplitude
,No implementado,vip_location,vip_location,,,,String,,,Amplitude
,No implementado,vip_make,vip_make,,,,String,,,Amplitude
,No implementado,vip_mileage,vip_mileage,,,,String,,,Amplitude
,No implementado,vip_model,vip_model,,,,String,,,Amplitude
,No implementado,vip_option,vip_option,,,,String,,,Amplitude
,No implementado,vip_path_selected,vip_path_selected,,,,String,,,Amplitude
,No implementado,vip_platform,vip_platform,,,,String,,,Amplitude
,No implementado,vip_price,vip_price,,,,String,,,Amplitude
,No implementado,vip_price_financing,vip_price_financing,,,,String,,,Amplitude
,No implementado,vip_price_financing_final,vip_price_financing_final,,,,String,,,Amplitude
,No implementado,vip_pricefinal,vip_pricefinal,,,,String,,,Amplitude
,No implementado,vip_promotion,vip_promotion,,,,String,,,Amplitude
,No implementado,vip_source,vip_source,,,,String,,,Amplitude
,No implementado,vip_status,vip_status,,,,String,,,Amplitude
,No implementado,vip_tab,vip_tab,,,,String,,,Amplitude
,No implementado,vip_transmission,vip_transmission,,,,String,,,Amplitude
,No implementado,vip_version,vip_version,,,,String,,,Amplitude
,No implementado,vip_year,vip_year,,,,String,,,Amplitude
,No implementado,warranty,warranty,,,,String,,,Amplitude
,No implementado,warranty_detail,warranty_detail,,,,String,,,Amplitude
,No implementado,warranty_ongoing_process,warranty_ongoing_process,,,,String,,,Amplitude
,No implementado,warranty_start_at,warranty_start_at,,,,String,,,Amplitude
,No implementado,warranty_status,warranty_status,,,,String,,,Amplitude
,No implementado,warranty_type,warranty_type,,,,String,,,Amplitude
,No implementado,year,year,,,,String,,,Amplitude
,No implementado,zip_code,zip_code,,,,String,,,Amplitude
